yr,mn,ym,sn,cardname,b,d,editable,b2,c,c2,d2,k,k2,l,l2,n,n2,n_tot,n2_tot,p,p2,p_tot,p2_tot,機構名稱,資料月份,卡片名稱,發卡總數,流通卡數,當月發卡數,當月停卡數,當月贖回金額,當月偽冒停卡張數,當年度累計偽冒停卡張數,當月偽冒損失金額,當年度累計偽冒損失金額,維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,e,e2,f,f2,g,g2,h,h2,i,i2,j,j2,m,m2,當月儲(加)值金額,當月儲(加)值卡數,當月儲(加)值次數,當月消費金額,當月消費卡數,當月消費次數,儲值總餘額
104,9,104/09,3,一卡通,6910676,375655,false,,6097240,,,9275,,753143,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 09 月,一卡通,6910676,6097240,375655,9275,753143,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,279622261,,607154,,1102273,,251188347,,1052547,,13376709,,437950952,,279622261,607154,1102273,251188347,1052547,13376709,437950952
104,8,104/08,3,一卡通,6535021,60675,false,,5730860,,,7959,,571811,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 08 月,一卡通,6535021,5730860,60675,7959,571811,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,241161109,,570245,,1018735,,231673406,,1017659,,12312151,,410270180,,241161109,570245,1018735,231673406,1017659,12312151,410270180
104,7,104/07,3,一卡通,6283322,244932,false,,5487120,,,12451,,703900,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 07 月,一卡通,6283322,5487120,244932,12451,703900,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,240241837,,576515,,1045064,,226924707,,1005702,,12522002,,401354288,,240241837,576515,1045064,226924707,1005702,12522002,401354288
104,6,104/06,3,一卡通,6038390,168390,false,,5254639,,,7634,,618491,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 06 月,一卡通,6038390,5254639,168390,7634,618491,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,227764703,,542964,,993602,,226646241,,953820,,13226018,,388741058,,227764703,542964,993602,226646241,953820,13226018,388741058
104,5,104/05,3,一卡通,5870000,169077,false,,5093883,,,7603,,562321,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 05 月,一卡通,5870000,5093883,169077,7603,562321,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,260575089,,567101,,1079150,,248400860,,984303,,14304926,,388241087,,260575089,567101,1079150,248400860,984303,14304926,388241087
104,4,104/04,3,一卡通,5700923,132349,false,,4932405,,,9079,,557929,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 04 月,一卡通,5700923,4932405,132349,9079,557929,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,222197110,,534194,,952370,,214486136,,940327,,13163235,,376629179,,222197110,534194,952370,214486136,940327,13163235,376629179
104,3,104/03,3,一卡通,5568574,199005,false,,4809135,,,8511,,621718,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 03 月,一卡通,5568574,4809135,199005,8511,621718,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,229925818,,529268,,963475,,217210179,,933291,,13337534,,369476134,,229925818,529268,963475,217210179,933291,13337534,369476134
104,2,104/02,3,一卡通,5369569,158224,false,,4618641,,,5091,,436314,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 02 月,一卡通,5369569,4618641,158224,5091,436314,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,167760758,,538343,,827372,,147673407,,1024874,,10122737,,357382213,,167760758,538343,827372,147673407,1024874,10122737,357382213
104,1,104/01,3,一卡通,5211345,141895,false,,4465508,,,5400,,552931,,0,,0,0,0,,0,0,一卡通票證股份有限公司,104 年 01 月,一卡通,5211345,4465508,141895,5400,552931,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,175361264,,328836,,523472,,159707267,,730269,,9142165,,337731176,,175361264,328836,523472,159707267,730269,9142165,337731176
103,12,103/12,3,一卡通,5069450,204373,false,,4329013,,,6408,,560349,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 12 月,一卡通,5069450,4329013,204373,6408,560349,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,205925617,,461606,,767082,,157562955,,888954,,13240982,,322630110,,205925617,461606,767082,157562955,888954,13240982,322630110
103,11,103/11,3,一卡通,4865077,110907,false,,4131048,,,5675,,461950,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 11 月,一卡通,4865077,4131048,110907,5675,461950,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,121640828,,409721,,666589,,108540115,,846419,,11274137,,274827797,,121640828,409721,666589,108540115,846419,11274137,274827797
103,10,103/10,3,一卡通,4754170,162074,false,,4025745,,,5675,,356540,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 10 月,一卡通,4754170,4025745,162074,5675,356540,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,117568344,,382809,,630982,,111146353,,820035,,11003375,,262189034,,117568344,382809,630982,111146353,820035,11003375,262189034
103,9,103/09,3,一卡通,4592096,89047,false,,3869346,,,4966,,394369,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 09 月,一卡通,4592096,3869346,89047,4966,394369,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,117719194,,363540,,582756,,108328179,,773153,,9665321,,256123583,,117719194,363540,582756,108328179,773153,9665321,256123583
103,8,103/08,3,一卡通,4503049,60968,false,,3785265,,,4364,,453290,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 08 月,一卡通,4503049,3785265,60968,4364,453290,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,100703494,,382271,,623465,,94777265,,791040,,8824667,,247126937,,100703494,382271,623465,94777265,791040,8824667,247126937
103,7,103/07,3,一卡通,4442081,52564,false,,3728661,,,4605,,375136,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 07 月,一卡通,4442081,3728661,52564,4605,375136,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,103299514,,373468,,604591,,96307169,,779372,,8955140,,241653998,,103299514,373468,604591,96307169,779372,8955140,241653998
103,6,103/06,3,一卡通,4389517,91899,false,,3680702,,,4839,,412766,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 06 月,一卡通,4389517,3680702,91899,4839,412766,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,90367005,,343042,,538754,,87962763,,730178,,9140927,,235036789,,90367005,343042,538754,87962763,730178,9140927,235036789
103,5,103/05,3,一卡通,4297618,59588,false,,3593642,,,4811,,450373,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 05 月,一卡通,4297618,3593642,59588,4811,450373,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,94636236,,337368,,543211,,88215516,,751154,,9534129,,233045313,,94636236,337368,543211,88215516,751154,9534129,233045313
103,4,103/04,3,一卡通,4238030,62905,false,,3538865,,,4915,,333323,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 04 月,一卡通,4238030,3538865,62905,4915,333323,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,91929692,,322529,,503746,,79355058,,727876,,8988997,,227074966,,91929692,322529,503746,79355058,727876,8988997,227074966
103,3,103/03,3,一卡通,4175125,75509,false,,3480875,,,4663,,262825,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 03 月,一卡通,4175125,3480875,75509,4663,262825,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,91514838,,323339,,509837,,90732023,,720361,,8382618,,214833655,,91514838,323339,509837,90732023,720361,8382618,214833655
103,2,103/02,3,一卡通,4099616,53019,false,,3410029,,,2781,,2126,,0,,0,0,0,,0,0,一卡通票證股份有限公司,103 年 02 月,一卡通,4099616,3410029,53019,2781,2126,0,0,0,0,營運產品群票證營運部,林宏奕,07-7933000#653,鄭貽文,07-7933000#510,000298@i-pass.com.tw,41923433,,225049,,295559,,39997947,,565585,,4357726,,214313665,,41923433,225049,295559,39997947,565585,4357726,214313665
