yr,mn,ym,c1,c2,c3,editable,[0].amt,[1].amt,[2].amt,[3].amt,[4].amt,[5].amt,[6].amt,[7].amt,[8].amt,[9].amt,[10].amt,[11].amt,[12].amt,[13].amt,[14].amt,_1900A,_1900B,_1900C,[15].amt,[16].amt,[17].amt,[18].amt,[19].amt,[20].amt,_2900A,_2900B,_2900C,[21].amt,[22].amt,[23].amt,[24].amt,[25].amt,[26].amt,_3900A,_3900B,_3900C,_4900A,_4900B,_4900C,機構名稱,使用者類別,電子支付帳戶,非個人使用者,法人,行號,其他團體,小計 (A),外國籍使用者(含取得居留證者),非個人使用者(限法人),小計 (B),大陸地區以外,小計 (C),總計 (D = A + B + C),維護部門名稱,主管姓名,主管電話,承辦人姓名,承辦人電話,承辦人E-MAIL,[27].amt,[28].amt,[29].amt,[30].amt,[31].amt,[32].amt,[33].amt,[34].amt,[35].amt,[36].amt,[37].amt,[38].amt,[39].amt,[40].amt,[41].amt,_5900A,_5900B,_5900C,[42].amt,[43].amt,[44].amt,[45].amt,[46].amt,[47].amt,_6900A,_6900B,_6900C,[48].amt,[49].amt,[50].amt,[51].amt,[52].amt,[53].amt,_7900A,_7900B,_7900C,_8900A,_8900B,_8900C,資料月份,所有使用者(含與境外機構合作或協助從事電子支付機構業務相關行為客戶),本業使用者(不含與境外機構合作或協助從事電子支付機構業務相關行為客戶),小計 (a),小計 (b),小計 (c),總計 (d = a + b + c)
108,9,108/09,3591180,0,0,false,1776170,,,16,,,6105,,,8814,,,122,,,1791227,,,1393,,,0,,,1393,,,2970,,,0,,,2970,,,1795590,,,一卡通票證股份有限公司,使用者人數,,政府機關,6105,8814,122,1791227,大陸地區,0,1393,個人使用者,2970,1795590,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1776170,,,16,,,6105,,,8814,,,122,,,1791227,,,1393,,,0,,,1393,,,2970,,,0,,,2970,,,1795590,,,108 年 09 月,本國籍使用者,本國籍使用者,1791227,1393,2970,1795590
108,8,108/08,3469366,0,0,false,1717063,,,14,,,5474,,,7936,,,103,,,1730590,,,1318,,,0,,,1318,,,2775,,,0,,,2775,,,1734683,,,一卡通票證股份有限公司,使用者人數,,政府機關,5474,7936,103,1730590,大陸地區,0,1318,個人使用者,2775,1734683,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1717063,,,14,,,5474,,,7936,,,103,,,1730590,,,1318,,,0,,,1318,,,2775,,,0,,,2775,,,1734683,,,108 年 08 月,本國籍使用者,本國籍使用者,1730590,1318,2775,1734683
108,7,108/07,3335966,0,0,false,1652327,,,14,,,4729,,,6982,,,83,,,1664135,,,1250,,,0,,,1250,,,2598,,,0,,,2598,,,1667983,,,一卡通票證股份有限公司,使用者人數,,政府機關,4729,6982,83,1664135,大陸地區,0,1250,個人使用者,2598,1667983,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1652327,,,14,,,4729,,,6982,,,83,,,1664135,,,1250,,,0,,,1250,,,2598,,,0,,,2598,,,1667983,,,108 年 07 月,本國籍使用者,本國籍使用者,1664135,1250,2598,1667983
108,6,108/06,3189140,0,0,false,1580298,,,14,,,4348,,,6246,,,74,,,1590980,,,1158,,,0,,,1158,,,2432,,,0,,,2432,,,1594570,,,一卡通票證股份有限公司,使用者人數,,政府機關,4348,6246,74,1590980,大陸地區,0,1158,個人使用者,2432,1594570,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1580298,,,14,,,4348,,,6246,,,74,,,1590980,,,1158,,,0,,,1158,,,2432,,,0,,,2432,,,1594570,,,108 年 06 月,本國籍使用者,本國籍使用者,1590980,1158,2432,1594570
108,5,108/05,3065574,0,0,false,1519315,,,14,,,4114,,,5878,,,63,,,1529384,,,1098,,,0,,,1098,,,2305,,,0,,,2305,,,1532787,,,一卡通票證股份有限公司,使用者人數,,政府機關,4114,5878,63,1529384,大陸地區,0,1098,個人使用者,2305,1532787,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1519315,,,14,,,4114,,,5878,,,63,,,1529384,,,1098,,,0,,,1098,,,2305,,,0,,,2305,,,1532787,,,108 年 05 月,本國籍使用者,本國籍使用者,1529384,1098,2305,1532787
108,4,108/04,2925872,0,0,false,1450965,,,13,,,3779,,,4976,,,55,,,1459788,,,1007,,,0,,,1007,,,2141,,,0,,,2141,,,1462936,,,一卡通票證股份有限公司,使用者人數,,政府機關,3779,4976,55,1459788,大陸地區,0,1007,個人使用者,2141,1462936,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1450965,,,13,,,3779,,,4976,,,55,,,1459788,,,1007,,,0,,,1007,,,2141,,,0,,,2141,,,1462936,,,108 年 04 月,本國籍使用者,本國籍使用者,1459788,1007,2141,1462936
108,3,108/03,2776814,0,0,false,1377588,,,12,,,3384,,,4490,,,48,,,1385522,,,933,,,0,,,933,,,1952,,,0,,,1952,,,1388407,,,一卡通票證股份有限公司,使用者人數,,政府機關,3384,4490,48,1385522,大陸地區,0,933,個人使用者,1952,1388407,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1377588,,,12,,,3384,,,4490,,,48,,,1385522,,,933,,,0,,,933,,,1952,,,0,,,1952,,,1388407,,,108 年 03 月,本國籍使用者,本國籍使用者,1385522,933,1952,1388407
108,2,108/02,2611642,0,0,false,1296081,,,12,,,2979,,,4098,,,39,,,1303209,,,860,,,0,,,860,,,1752,,,0,,,1752,,,1305821,,,一卡通票證股份有限公司,使用者人數,,政府機關,2979,4098,39,1303209,大陸地區,0,860,個人使用者,1752,1305821,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1296081,,,12,,,2979,,,4098,,,39,,,1303209,,,860,,,0,,,860,,,1752,,,0,,,1752,,,1305821,,,108 年 02 月,本國籍使用者,本國籍使用者,1303209,860,1752,1305821
108,1,108/01,2198460,0,0,false,1091697,,,12,,,2197,,,3004,,,29,,,1096939,,,729,,,0,,,729,,,1562,,,0,,,1562,,,1099230,,,一卡通票證股份有限公司,使用者人數,,政府機關,2197,3004,29,1096939,大陸地區,0,729,個人使用者,1562,1099230,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1091697,,,12,,,2197,,,3004,,,29,,,1096939,,,729,,,0,,,729,,,1562,,,0,,,1562,,,1099230,,,108 年 01 月,本國籍使用者,本國籍使用者,1096939,729,1562,1099230
107,12,107/12,2013642,0,0,false,1000423,,,12,,,1961,,,2376,,,25,,,1004797,,,636,,,0,,,636,,,1388,,,0,,,1388,,,1006821,,,一卡通票證股份有限公司,使用者人數,,政府機關,1961,2376,25,1004797,大陸地區,0,636,個人使用者,1388,1006821,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,1000423,,,12,,,1961,,,2376,,,25,,,1004797,,,636,,,0,,,636,,,1388,,,0,,,1388,,,1006821,,,107 年 12 月,本國籍使用者,本國籍使用者,1004797,636,1388,1006821
107,11,107/11,1806592,0,0,false,897788,,,11,,,1611,,,2131,,,21,,,901562,,,550,,,0,,,550,,,1184,,,0,,,1184,,,903296,,,一卡通票證股份有限公司,使用者人數,,政府機關,1611,2131,21,901562,大陸地區,0,550,個人使用者,1184,903296,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,897788,,,11,,,1611,,,2131,,,21,,,901562,,,550,,,0,,,550,,,1184,,,0,,,1184,,,903296,,,107 年 11 月,本國籍使用者,本國籍使用者,901562,550,1184,903296
107,10,107/10,1412980,0,0,false,702776,,,9,,,1237,,,1244,,,21,,,705287,,,391,,,0,,,391,,,812,,,0,,,812,,,706490,,,一卡通票證股份有限公司,使用者人數,,政府機關,1237,1244,21,705287,大陸地區,0,391,個人使用者,812,706490,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,702776,,,9,,,1237,,,1244,,,21,,,705287,,,391,,,0,,,391,,,812,,,0,,,812,,,706490,,,107 年 10 月,本國籍使用者,本國籍使用者,705287,391,812,706490
107,9,107/09,1035186,0,0,false,515544,,,8,,,495,,,749,,,17,,,516813,,,252,,,0,,,252,,,528,,,0,,,528,,,517593,,,一卡通票證股份有限公司,使用者人數,,政府機關,495,749,17,516813,大陸地區,0,252,個人使用者,528,517593,營運產品群電支營運部,廖滋鐶,07-7933000#502,鄭幸宜,07-7933000#524,001239@i-pass.com.tw,515544,,,8,,,495,,,749,,,17,,,516813,,,252,,,0,,,252,,,528,,,0,,,528,,,517593,,,107 年 09 月,本國籍使用者,本國籍使用者,516813,252,528,517593
